0,11522
0,11477
0,11432
0,11385
0,11338
0,11290
0,11242
0,11195
0,11147
0,11101
0,11055
0,11010
0,10966
0,10922
0,10877
0,10834
0,10791
0,10750
0,10708
0,10667
0,10626
0,10585
0,10542
0,10501
0,10459
0,10418
0,10378
0,10336
0,10294
0,10251
0,10206
0,10161
0,10114
0,10065
0,10016
0,9966
0,9915
0,9862
0,9807
0,9750
0,9694
0,9638
0,9581
0,9525
0,9470
0,9415
0,9361
0,9309
0,9257
0,9204
0,9152
0,9098
0,9046
0,8996
0,8948
0,8902
0,8859
0,8820
0,8784
0,8754
0,8728
0,8706
0,8688
0,8674
0,8664
0,8660
0,8662
0,8668
0,8679
0,8694
0,8714
0,8740
0,8772
0,8810
0,8855
0,8908
0,8969
0,9037
0,9112
0,9193
0,9282
0,9378
0,9481
0,9592
0,9707
0,9830
0,9961
0,10097
0,10239
0,10387
0,10538
0,10692
0,10850
0,11009
0,11169
0,11326
0,11481
0,11633
0,11778
0,11919
0,12053
0,12183
0,12303
0,12414
0,12514
0,12604
0,12683
0,12754
0,12814
0,12864
0,12906
0,12938
0,12961
0,12975
0,12981
0,12980
0,12972
0,12958
0,12941
0,12919
0,12895
0,12867
0,12836
0,12804
0,12769
0,12735
0,12702
0,12670
0,12642
0,12616
0,12592
0,12571
0,12552
0,12536
0,12522
0,12511
0,12504
0,12500
0,12499
0,12501
0,12505
0,12513
0,12524
0,12538
0,12554
0,12573
0,12592
0,12611
0,12631
0,12650
0,12670
0,12689
0,12709
0,12728
0,12745
0,12759
0,12773
0,12784
0,12792
0,12797
0,12799
0,12795
0,12786
0,12772
0,12751
0,12724
0,12693
0,12656
0,12614
0,12566
0,12514
0,12458
0,12399
0,12336
0,12267
0,12196
0,12120
0,12042
0,11960
0,11873
0,11782
0,11688
0,11588
0,11482
0,11374
0,11265
0,11155
0,11041
0,10926
0,10811
0,10692
0,10573
0,10454
0,10335
0,10214
0,10094
0,9976
0,9859
0,9745
0,9634
0,9526
0,9419
0,9318
0,9220
0,9127
0,9037
0,8950
0,8869
0,8795
0,8726
0,8661
0,8601
0,8545
0,8492
0,8443
0,8398
0,8358
0,8322
0,8292
0,8267
0,8246
0,8230
0,8219
0,8213
0,8212
0,8216
0,8228
0,8245
0,8270
0,8301
0,8338
0,8381
0,8433
0,8490
0,8555
0,8626
0,8705
0,8791
0,8883
0,8984
0,9092
0,9204
0,9320
0,9442
0,9567
0,9694
0,9827
0,9964
0,10104
0,10246
0,10391
0,10534
0,10675
0,10814
0,10948
0,11077
0,11202
0,11320
0,11429
0,11530
0,11621
0,11700
0,11770
0,11829
0,11878
0,11918
0,11947
0,11967
0,11977
0,11977
0,11968
0,11952
0,11927
0,11896
0,11860
0,11820
0,11779
0,11735
0,11692
0,11645
0,11597
0,11550
0,11504
0,11462
0,11423
0,11388
0,11356
0,11328
0,11305
0,11286
0,11272
0,11263
0,11258
0,11258
0,11262
0,11273
0,11288
0,11310
0,11337
0,11368
0,11404
0,11443
0,11484
0,11529
0,11576
0,11624
0,11673
0,11721
0,11771
0,11821
0,11871
0,11920
0,11968
0,12014
0,12058
0,12098
0,12136
0,12170
0,12201
0,12229
0,12252
0,12272
0,12288
0,12300
0,12307
0,12307
0,12300
0,12287
0,12268
0,12244
0,12213
0,12177
0,12135
0,12086
0,12032
0,11971
0,11904
0,11831
0,11754
0,11673
0,11589
0,11502
0,11412
0,11320
0,11226
0,11130
0,11032
0,10935
0,10839
0,10745
0,10652
0,10563
0,10477
0,10395
0,10313
0,10236
0,10162
0,10093
0,10028
0,9969
0,9915
0,9867
0,9826
0,9791
0,9762
0,9740
0,9722
0,9712
0,9707
0,9709
0,9715
0,9727
0,9743
0,9764
0,9792
0,9825
0,9862
0,9906
0,9953
0,10004
0,10058
0,10116
0,10178
0,10243
0,10311
0,10383
0,10456
0,10531
0,10608
0,10686
0,10764
0,10842
0,10920
0,10999
0,11079
0,11157
0,11234
0,11306
0,11375
0,11440
0,11500
0,11556
0,11607
0,11651
0,11687
0,11719
0,11744
0,11765
0,11780
0,11790
0,11794
0,11793
0,11786
0,11772
0,11753
0,11729
0,11700
0,11667
0,11629
0,11589
0,11545
0,11499
0,11449
0,11398
0,11344
0,11291
0,11237
0,11184
0,11130
0,11077
0,11025
0,10975
0,10927
0,10882
0,10838
0,10798
0,10757
0,10719
0,10681
0,10648
0,10617
0,10588
0,10561
0,10536
0,10514
0,10494
0,10476
0,10459
0,10444
0,10431
0,10422
0,10414
0,10410
0,10407
0,10404
0,10402
0,10400
0,10398
0,10398
0,10398
0,10399
0,10401
0,10404
0,10406
0,10405
0,10403
0,10399
0,10394
0,10387
0,10380
0,10370
0,10358
0,10344
0,10328
0,10310
0,10291
0,10269
0,10247
0,10223
0,10198
0,10173
0,10146
0,10117
0,10085
0,10050
0,10016
0,9982
0,9947
0,9913
0,9880
0,9845
0,9810
0,9774
0,9739
0,9705
0,9673
0,9641
0,9612
0,9586
0,9563
0,9541
0,9523
0,9508
0,9499
0,9495
0,9498
0,9505
0,9517
0,9533
0,9553
0,9579
0,9609
0,9644
0,9682
0,9723
0,9766
0,9814
0,9864
0,9919
0,9977
0,10039
0,10103
0,10170
0,10240
0,10312
0,10384
0,10457
0,10532
0,10608
0,10687
0,10768
0,10850
0,10935
0,11020
0,11106
0,11194
0,11283
0,11373
0,11464
0,11557
0,11649
0,11741
0,11831
0,11921
0,12007
0,12092
0,12173
0,12253
0,12326
0,12393
0,12454
0,12510
0,12561
0,12606
0,12646
0,12680
0,12708
0,12730
0,12745
0,12752
0,12754
0,12749
0,12740
0,12726
0,12710
0,12689
0,12666
0,12640
0,12612
0,12582
0,12550
0,12516
0,12481
0,12447
0,12414
0,12382
0,12348
0,12314
0,12278
0,12243
0,12208
0,12174
0,12141
0,12111
0,12082
0,12055
0,12029
0,12005
0,11982
0,11961
